ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_subNum,T0_length,T0_trial,T0_set,T0_stim,T0_targetfoil,T0_resp,T0_corr,T0_rt,T1_subNum,T1_length,T1_trial,T1_set,T1_stim,T1_targetfoil,T1_resp,T1_corr,T1_rt,T2_subNum,T2_length,T2_trial,T2_set,T2_stim,T2_targetfoil,T2_resp,T2_corr,T2_rt
T0_4579_sternberg,2,1,WF,S,F,<rshift>,1,1608,T1_4579_sternberg,2,1,GV,N,F,<rshift>,1,1812,T2_4579_sternberg,2,1,SV,V,T,<rshift>,0,15572
T0_4579_sternberg,2,2,WF,F,T,<rshift>,0,1634,T1_4579_sternberg,2,2,GV,V,T,<lshift>,1,1849,T2_4579_sternberg,2,2,SV,W,F,<rshift>,1,2166
T0_4579_sternberg,2,3,WF,W,T,<lshift>,1,1624,T1_4579_sternberg,2,3,GV,F,F,<rshift>,1,1470,T2_4579_sternberg,2,3,SV,V,T,<lshift>,1,1077
T0_4579_sternberg,2,4,WF,W,T,<lshift>,1,3060,T1_4579_sternberg,2,4,GV,G,T,<lshift>,1,854,T2_4579_sternberg,2,4,SV,F,F,<rshift>,1,1354
T0_4579_sternberg,2,5,WF,F,T,<lshift>,1,1271,T1_4579_sternberg,2,5,GV,G,T,<lshift>,1,782,T2_4579_sternberg,2,5,SV,N,F,<rshift>,1,1425
T0_4579_sternberg,2,6,WF,W,T,<lshift>,1,1442,T1_4579_sternberg,2,6,GV,B,F,<rshift>,1,1346,T2_4579_sternberg,2,6,SV,F,F,<rshift>,1,1550
T0_4579_sternberg,2,7,WF,W,T,<lshift>,1,651,T1_4579_sternberg,2,7,GV,H,F,<rshift>,1,2143,T2_4579_sternberg,2,7,SV,Z,F,<rshift>,1,1497
T0_4579_sternberg,2,8,WF,T,F,<rshift>,1,1215,T1_4579_sternberg,2,8,GV,P,F,<rshift>,1,1147,T2_4579_sternberg,2,8,SV,K,F,<rshift>,1,763
T0_4579_sternberg,2,9,WF,W,T,<lshift>,1,714,T1_4579_sternberg,2,9,GV,P,F,<rshift>,1,784,T2_4579_sternberg,2,9,SV,R,F,<rshift>,1,1156
T0_4579_sternberg,2,10,WF,W,T,<lshift>,1,917,T1_4579_sternberg,2,10,GV,V,T,<lshift>,1,1085,T2_4579_sternberg,2,10,SV,V,T,<lshift>,1,915
T0_4579_sternberg,2,11,WF,W,T,<lshift>,1,819,T1_4579_sternberg,2,11,GV,V,T,<lshift>,1,1087,T2_4579_sternberg,2,11,SV,S,T,<lshift>,1,903
T0_4579_sternberg,2,12,WF,F,T,<rshift>,0,465,T1_4579_sternberg,2,12,GV,S,F,<rshift>,1,1165,T2_4579_sternberg,2,12,SV,G,F,<rshift>,1,639
T0_4579_sternberg,2,13,WF,F,T,<lshift>,1,3804,T1_4579_sternberg,2,13,GV,G,T,<lshift>,1,1253,T2_4579_sternberg,2,13,SV,S,T,<lshift>,1,827
T0_4579_sternberg,2,14,WF,Z,F,<rshift>,1,1077,T1_4579_sternberg,2,14,GV,G,T,<lshift>,1,984,T2_4579_sternberg,2,14,SV,V,T,<rshift>,0,694
T0_4579_sternberg,2,15,WF,V,F,<rshift>,1,917,T1_4579_sternberg,2,15,GV,C,F,<rshift>,1,1491,T2_4579_sternberg,2,15,SV,V,T,<lshift>,1,4933
T0_4579_sternberg,2,16,WF,W,T,<lshift>,1,1036,T1_4579_sternberg,2,16,GV,G,T,<lshift>,1,835,T2_4579_sternberg,2,16,SV,R,F,<rshift>,1,1148
T0_4579_sternberg,2,17,WF,F,T,<lshift>,1,1278,T1_4579_sternberg,2,17,GV,D,F,<rshift>,1,1230,T2_4579_sternberg,2,17,SV,H,F,<rshift>,1,3270
T0_4579_sternberg,2,18,WF,G,F,<rshift>,1,1179,T1_4579_sternberg,2,18,GV,D,F,<rshift>,1,1228,T2_4579_sternberg,2,18,SV,S,T,<lshift>,1,1092
T0_4579_sternberg,2,19,WF,Z,F,<rshift>,1,792,T1_4579_sternberg,2,19,GV,V,T,<rshift>,0,1426,T2_4579_sternberg,2,19,SV,Z,F,<rshift>,1,781
T0_4579_sternberg,2,20,WF,R,F,<rshift>,1,796,T1_4579_sternberg,2,20,GV,V,T,<lshift>,1,1477,T2_4579_sternberg,2,20,SV,L,F,<rshift>,1,1036
T0_4579_sternberg,2,21,WF,F,T,<lshift>,1,785,T1_4579_sternberg,2,21,GV,G,T,<lshift>,1,1103,T2_4579_sternberg,2,21,SV,B,F,<rshift>,1,842
T0_4579_sternberg,2,22,WF,W,T,<lshift>,1,1358,T1_4579_sternberg,2,22,GV,Q,F,<rshift>,1,773,T2_4579_sternberg,2,22,SV,V,T,<lshift>,1,832
T0_4579_sternberg,2,23,WF,G,F,<rshift>,1,725,T1_4579_sternberg,2,23,GV,P,F,<rshift>,1,1620,T2_4579_sternberg,2,23,SV,S,T,<lshift>,1,694
T0_4579_sternberg,2,24,WF,K,F,<rshift>,1,781,T1_4579_sternberg,2,24,GV,L,F,<rshift>,1,780,T2_4579_sternberg,2,24,SV,N,F,<rshift>,1,594
T0_4579_sternberg,2,25,WF,F,T,<rshift>,0,914,T1_4579_sternberg,2,25,GV,G,T,<lshift>,1,792,T2_4579_sternberg,2,25,SV,V,T,<lshift>,1,1267
T0_4579_sternberg,2,26,WF,F,T,<lshift>,1,1083,T1_4579_sternberg,2,26,GV,M,F,<rshift>,1,975,T2_4579_sternberg,2,26,SV,C,F,<rshift>,1,563
T0_4579_sternberg,2,27,WF,W,T,<lshift>,1,695,T1_4579_sternberg,2,27,GV,G,T,<lshift>,1,1319,T2_4579_sternberg,2,27,SV,N,F,<rshift>,1,893
T0_4579_sternberg,2,28,WF,V,F,<rshift>,1,783,T1_4579_sternberg,2,28,GV,G,T,<lshift>,1,782,T2_4579_sternberg,2,28,SV,T,F,<rshift>,1,896
T0_4579_sternberg,2,29,WF,T,F,<rshift>,1,1025,T1_4579_sternberg,2,29,GV,V,T,<lshift>,1,1028,T2_4579_sternberg,2,29,SV,S,T,<lshift>,1,751
T0_4579_sternberg,2,30,WF,J,F,<rshift>,1,699,T1_4579_sternberg,2,30,GV,G,T,<lshift>,1,835,T2_4579_sternberg,2,30,SV,V,T,<rshift>,0,854
T0_4579_sternberg,2,31,WF,G,F,<rshift>,1,743,T1_4579_sternberg,2,31,GV,B,F,<rshift>,1,783,T2_4579_sternberg,2,31,SV,S,T,<lshift>,1,1628
T0_4579_sternberg,2,32,WF,P,F,<rshift>,1,708,T1_4579_sternberg,2,32,GV,G,T,<lshift>,1,1245,T2_4579_sternberg,2,32,SV,V,T,<rshift>,0,703
T0_4579_sternberg,2,33,WF,R,F,<rshift>,1,627,T1_4579_sternberg,2,33,GV,V,T,<lshift>,1,806,T2_4579_sternberg,2,33,SV,V,T,<rshift>,0,832
T0_4579_sternberg,2,34,WF,T,F,<rshift>,1,1294,T1_4579_sternberg,2,34,GV,M,F,<rshift>,1,1778,T2_4579_sternberg,2,34,SV,S,T,<lshift>,1,786
T0_4579_sternberg,2,35,WF,H,F,<rshift>,1,721,T1_4579_sternberg,2,35,GV,G,T,<lshift>,1,851,T2_4579_sternberg,2,35,SV,T,F,<rshift>,1,1417
