ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_subNum,T0_length,T0_trial,T0_set,T0_stim,T0_targetfoil,T0_resp,T0_corr,T0_rt,T1_subNum,T1_length,T1_trial,T1_set,T1_stim,T1_targetfoil,T1_resp,T1_corr,T1_rt,T2_subNum,T2_length,T2_trial,T2_set,T2_stim,T2_targetfoil,T2_resp,T2_corr,T2_rt
T0_4577_sternberg,2,1,BH,J,F,<rshift>,1,2943,T1_4577_sternberg,2,1,GF,F,T,<rshift>,0,7209,T2_4577_sternberg,2,1,ZK,B,F,<rshift>,1,3027
T0_4577_sternberg,2,2,BH,B,T,<lshift>,1,1541,T1_4577_sternberg,2,2,GF,P,F,<rshift>,1,71531,T2_4577_sternberg,2,2,ZK,Z,T,<lshift>,1,2977
T0_4577_sternberg,2,3,BH,V,F,<rshift>,1,1514,T1_4577_sternberg,2,3,GF,M,F,<rshift>,1,5894,T2_4577_sternberg,2,3,ZK,N,F,<lshift>,0,2798
T0_4577_sternberg,2,4,BH,R,F,<lshift>,0,1532,T1_4577_sternberg,2,4,GF,J,F,<lshift>,0,5363,T2_4577_sternberg,2,4,ZK,Z,T,<lshift>,1,2365
T0_4577_sternberg,2,5,BH,H,T,<rshift>,0,4001,T1_4577_sternberg,2,5,GF,G,T,<lshift>,1,2530,T2_4577_sternberg,2,5,ZK,M,F,<rshift>,1,1221
T0_4577_sternberg,2,6,BH,B,T,<lshift>,1,2839,T1_4577_sternberg,2,6,GF,S,F,<rshift>,1,1242,T2_4577_sternberg,2,6,ZK,Z,T,<lshift>,1,1026
T0_4577_sternberg,2,7,BH,B,T,<lshift>,1,1285,T1_4577_sternberg,2,7,GF,F,T,<lshift>,1,1662,T2_4577_sternberg,2,7,ZK,W,F,<rshift>,1,985
T0_4577_sternberg,2,8,BH,V,F,<rshift>,1,1481,T1_4577_sternberg,2,8,GF,F,T,<lshift>,1,1011,T2_4577_sternberg,2,8,ZK,W,F,<rshift>,1,3283
T0_4577_sternberg,2,9,BH,H,T,<lshift>,1,1639,T1_4577_sternberg,2,9,GF,C,F,<rshift>,1,1082,T2_4577_sternberg,2,9,ZK,K,T,<lshift>,1,3608
T0_4577_sternberg,2,10,BH,L,F,<rshift>,1,1251,T1_4577_sternberg,2,10,GF,F,T,<lshift>,1,865,T2_4577_sternberg,2,10,ZK,Z,T,<lshift>,1,1126
T0_4577_sternberg,2,11,BH,B,T,<lshift>,1,942,T1_4577_sternberg,2,11,GF,G,T,<lshift>,1,1831,T2_4577_sternberg,2,11,ZK,K,T,<lshift>,1,1002
T0_4577_sternberg,2,12,BH,L,F,<rshift>,1,4251,T1_4577_sternberg,2,12,GF,F,T,<lshift>,1,1149,T2_4577_sternberg,2,12,ZK,Q,F,<rshift>,1,852
T0_4577_sternberg,2,13,BH,B,T,<lshift>,1,895,T1_4577_sternberg,2,13,GF,D,F,<rshift>,1,1099,T2_4577_sternberg,2,13,ZK,B,F,<lshift>,0,1497
T0_4577_sternberg,2,14,BH,D,F,<rshift>,1,1225,T1_4577_sternberg,2,14,GF,W,F,<rshift>,1,1179,T2_4577_sternberg,2,14,ZK,M,F,<rshift>,1,2279
T0_4577_sternberg,2,15,BH,H,T,<lshift>,1,1585,T1_4577_sternberg,2,15,GF,S,F,<rshift>,1,1810,T2_4577_sternberg,2,15,ZK,B,F,<rshift>,1,1458
T0_4577_sternberg,2,16,BH,N,F,<rshift>,1,1706,T1_4577_sternberg,2,16,GF,R,F,<rshift>,1,997,T2_4577_sternberg,2,16,ZK,K,T,<lshift>,1,934
T0_4577_sternberg,2,17,BH,B,T,<lshift>,1,923,T1_4577_sternberg,2,17,GF,G,T,<lshift>,1,1048,T2_4577_sternberg,2,17,ZK,K,T,<lshift>,1,1744
T0_4577_sternberg,2,18,BH,B,T,<lshift>,1,1162,T1_4577_sternberg,2,18,GF,G,T,<lshift>,1,3724,T2_4577_sternberg,2,18,ZK,Z,T,<lshift>,1,936
T0_4577_sternberg,2,19,BH,R,F,<rshift>,1,1126,T1_4577_sternberg,2,19,GF,F,T,<lshift>,1,981,T2_4577_sternberg,2,19,ZK,Z,T,<lshift>,1,760
T0_4577_sternberg,2,20,BH,B,T,<lshift>,1,1289,T1_4577_sternberg,2,20,GF,F,T,<lshift>,1,1109,T2_4577_sternberg,2,20,ZK,F,F,<rshift>,1,968
