ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_subNum,T0_length,T0_trial,T0_set,T0_stim,T0_targetfoil,T0_resp,T0_corr,T0_rt,T1_subNum,T1_length,T1_trial,T1_set,T1_stim,T1_targetfoil,T1_resp,T1_corr,T1_rt,T2_subNum,T2_length,T2_trial,T2_set,T2_stim,T2_targetfoil,T2_resp,T2_corr,T2_rt
T0_4581_sternberg,2,1,MV,H,F,<rshift>,1,1653,T1_4581_sternberg,2,1,PM,Z,F,<rshift>,1,5285,T2_4581_sternberg,2,1,PG,G,T,<lshift>,1,15049
T0_4581_sternberg,2,2,MV,M,T,<lshift>,1,1032,T1_4581_sternberg,2,2,PM,G,F,<lshift>,0,1910,T2_4581_sternberg,2,2,PG,G,T,<rshift>,0,701
T0_4581_sternberg,2,3,MV,V,T,<lshift>,1,1534,T1_4581_sternberg,2,3,PM,N,F,<rshift>,1,2196,T2_4581_sternberg,2,3,PG,H,F,<rshift>,1,1839
T0_4581_sternberg,2,4,MV,M,T,<lshift>,1,845,T1_4581_sternberg,2,4,PM,R,F,<rshift>,1,1244,T2_4581_sternberg,2,4,PG,G,T,<lshift>,1,778
T0_4581_sternberg,2,5,MV,M,T,<lshift>,1,1175,T1_4581_sternberg,2,5,PM,P,T,<lshift>,1,579,T2_4581_sternberg,2,5,PG,T,F,<rshift>,1,1135
T0_4581_sternberg,2,6,MV,D,F,<rshift>,1,1035,T1_4581_sternberg,2,6,PM,M,T,<lshift>,1,611,T2_4581_sternberg,2,6,PG,P,T,<lshift>,1,580
T0_4581_sternberg,2,7,MV,M,T,<lshift>,1,801,T1_4581_sternberg,2,7,PM,P,T,<lshift>,1,498,T2_4581_sternberg,2,7,PG,P,T,<lshift>,1,540
T0_4581_sternberg,2,8,MV,M,T,<lshift>,1,996,T1_4581_sternberg,2,8,PM,C,F,<rshift>,1,609,T2_4581_sternberg,2,8,PG,R,F,<rshift>,1,990
T0_4581_sternberg,2,9,MV,B,F,<rshift>,1,1146,T1_4581_sternberg,2,9,PM,P,T,<lshift>,1,464,T2_4581_sternberg,2,9,PG,Z,F,<rshift>,1,633
T0_4581_sternberg,2,10,MV,M,T,<lshift>,1,624,T1_4581_sternberg,2,10,PM,W,F,<rshift>,1,1222,T2_4581_sternberg,2,10,PG,P,T,<lshift>,1,666
T0_4581_sternberg,2,11,MV,V,T,<lshift>,1,946,T1_4581_sternberg,2,11,PM,G,F,<rshift>,1,739,T2_4581_sternberg,2,11,PG,P,T,<lshift>,1,470
T0_4581_sternberg,2,12,MV,W,F,<rshift>,1,950,T1_4581_sternberg,2,12,PM,P,T,<lshift>,1,461,T2_4581_sternberg,2,12,PG,Z,F,<rshift>,1,1312
T0_4581_sternberg,2,13,MV,V,T,<lshift>,1,893,T1_4581_sternberg,2,13,PM,P,T,<lshift>,1,562,T2_4581_sternberg,2,13,PG,R,F,<rshift>,1,715
T0_4581_sternberg,2,14,MV,M,T,<lshift>,1,696,T1_4581_sternberg,2,14,PM,M,T,<lshift>,1,638,T2_4581_sternberg,2,14,PG,J,F,<rshift>,1,707
T0_4581_sternberg,2,15,MV,G,F,<rshift>,1,817,T1_4581_sternberg,2,15,PM,M,T,<lshift>,1,634,T2_4581_sternberg,2,15,PG,R,F,<rshift>,1,589
T0_4581_sternberg,2,16,MV,N,F,<rshift>,1,1567,T1_4581_sternberg,2,16,PM,P,T,<lshift>,1,532,T2_4581_sternberg,2,16,PG,G,T,<lshift>,1,737
T0_4581_sternberg,2,17,MV,W,F,<rshift>,1,1025,T1_4581_sternberg,2,17,PM,P,T,<lshift>,1,317,T2_4581_sternberg,2,17,PG,P,T,<lshift>,1,499
T0_4581_sternberg,2,18,MV,D,F,<rshift>,1,1438,T1_4581_sternberg,2,18,PM,M,T,<lshift>,1,382,T2_4581_sternberg,2,18,PG,R,F,<rshift>,1,1892
T0_4581_sternberg,2,19,MV,G,F,<rshift>,1,1810,T1_4581_sternberg,2,19,PM,M,T,<lshift>,1,361,T2_4581_sternberg,2,19,PG,K,F,<rshift>,1,614
T0_4581_sternberg,2,20,MV,V,T,<lshift>,1,834,T1_4581_sternberg,2,20,PM,Z,F,<rshift>,1,518,T2_4581_sternberg,2,20,PG,J,F,<rshift>,1,650
T0_4581_sternberg,2,21,MV,V,T,<lshift>,1,465,T1_4581_sternberg,2,21,PM,D,F,<rshift>,1,471,T2_4581_sternberg,2,21,PG,G,T,<lshift>,1,634
T0_4581_sternberg,2,22,MV,V,T,<lshift>,1,1052,T1_4581_sternberg,2,22,PM,K,F,<rshift>,1,500,T2_4581_sternberg,2,22,PG,G,T,<lshift>,1,750
T0_4581_sternberg,2,23,MV,M,T,<lshift>,1,515,T1_4581_sternberg,2,23,PM,C,F,<rshift>,1,420,T2_4581_sternberg,2,23,PG,D,F,<rshift>,1,616
T0_4581_sternberg,2,24,MV,C,F,<rshift>,1,1070,T1_4581_sternberg,2,24,PM,P,T,<lshift>,1,681,T2_4581_sternberg,2,24,PG,G,T,<lshift>,1,608
T0_4581_sternberg,2,25,MV,V,T,<lshift>,1,1301,T1_4581_sternberg,2,25,PM,V,F,<rshift>,1,593,T2_4581_sternberg,2,25,PG,Q,F,<rshift>,1,682
T0_4581_sternberg,2,26,MV,K,F,<rshift>,1,1145,T1_4581_sternberg,2,26,PM,Z,F,<rshift>,1,712,T2_4581_sternberg,2,26,PG,L,F,<rshift>,1,909
T0_4581_sternberg,2,27,MV,C,F,<rshift>,1,1346,T1_4581_sternberg,2,27,PM,P,T,<lshift>,1,516,T2_4581_sternberg,2,27,PG,G,T,<lshift>,1,729
T0_4581_sternberg,2,28,MV,W,F,<rshift>,1,977,T1_4581_sternberg,2,28,PM,L,F,<rshift>,1,1057,T2_4581_sternberg,2,28,PG,P,T,<lshift>,1,925
T0_4581_sternberg,2,29,MV,W,F,<rshift>,1,486,T1_4581_sternberg,2,29,PM,B,F,<rshift>,1,1337,T2_4581_sternberg,2,29,PG,R,F,<rshift>,1,1003
T0_4581_sternberg,2,30,MV,D,F,<rshift>,1,1151,T1_4581_sternberg,2,30,PM,V,F,<rshift>,1,581,T2_4581_sternberg,2,30,PG,M,F,<rshift>,1,626
T0_4581_sternberg,2,31,MV,V,T,<lshift>,1,609,T1_4581_sternberg,2,31,PM,Z,F,<rshift>,1,374,T2_4581_sternberg,2,31,PG,G,T,<lshift>,1,2525
T0_4581_sternberg,2,32,MV,L,F,<rshift>,1,893,T1_4581_sternberg,2,32,PM,C,F,<rshift>,1,323,T2_4581_sternberg,2,32,PG,G,T,<lshift>,1,440
T0_4581_sternberg,2,33,MV,V,T,<lshift>,1,1355,T1_4581_sternberg,2,33,PM,K,F,<rshift>,1,364,T2_4581_sternberg,2,33,PG,D,F,<rshift>,1,607
T0_4581_sternberg,2,34,MV,B,F,<rshift>,1,2085,T1_4581_sternberg,2,34,PM,F,F,<rshift>,1,335,T2_4581_sternberg,2,34,PG,H,F,<rshift>,1,774
T0_4581_sternberg,2,35,MV,V,T,<lshift>,1,1062,T1_4581_sternberg,2,35,PM,M,T,<rshift>,0,360,T2_4581_sternberg,2,35,PG,H,F,<rshift>,1,419
T0_4581_sternberg,2,36,MV,M,T,<lshift>,1,695,T1_4581_sternberg,2,36,PM,Q,F,<rshift>,1,2569,T2_4581_sternberg,2,36,PG,G,T,<lshift>,1,679
T0_4581_sternberg,2,37,MV,V,T,<lshift>,1,593,T1_4581_sternberg,2,37,PM,P,T,<lshift>,1,493,T2_4581_sternberg,2,37,PG,G,T,<lshift>,1,448
T0_4581_sternberg,2,38,MV,M,T,<lshift>,1,490,T1_4581_sternberg,2,38,PM,M,T,<lshift>,1,541,T2_4581_sternberg,2,38,PG,K,F,<rshift>,1,683
T0_4581_sternberg,2,39,MV,R,F,<rshift>,1,619,T1_4581_sternberg,2,39,PM,M,T,<lshift>,1,355,T2_4581_sternberg,2,39,PG,Z,F,<rshift>,1,1139
T0_4581_sternberg,2,40,MV,P,F,<rshift>,1,535,T1_4581_sternberg,2,40,PM,M,T,<lshift>,1,335,T2_4581_sternberg,2,40,PG,P,T,<lshift>,1,750
T0_4581_sternberg,2,41,MV,P,F,<rshift>,1,467,T1_4581_sternberg,2,41,PM,M,T,<lshift>,1,472,T2_4581_sternberg,2,41,PG,W,F,<rshift>,1,649
T0_4581_sternberg,2,42,MV,C,F,<rshift>,1,522,T1_4581_sternberg,2,42,PM,M,T,<lshift>,1,477,T2_4581_sternberg,2,42,PG,P,T,<lshift>,1,534
T0_4581_sternberg,2,43,MV,F,F,<rshift>,1,732,T1_4581_sternberg,2,43,PM,W,F,<rshift>,1,630,T2_4581_sternberg,2,43,PG,P,T,<lshift>,1,733
T0_4581_sternberg,2,44,MV,V,T,<rshift>,0,536,T1_4581_sternberg,2,44,PM,J,F,<rshift>,1,755,T2_4581_sternberg,2,44,PG,P,T,<lshift>,1,564
