ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_subNum,T0_length,T0_trial,T0_set,T0_stim,T0_targetfoil,T0_resp,T0_corr,T0_rt,T1_subNum,T1_length,T1_trial,T1_set,T1_stim,T1_targetfoil,T1_resp,T1_corr,T1_rt,T2_subNum,T2_length,T2_trial,T2_set,T2_stim,T2_targetfoil,T2_resp,T2_corr,T2_rt
T0_4568_sternberg.csv,2,1,BC,Q,F,<rshift>,1,5424,T1_4568_sternberg,2,1,VT,V,T,<lshift>,1,2927,T2_4568_sternberg,2,1,WM,D,F,<rshift>,1,2312
T0_4568_sternberg.csv,2,2,BC,H,F,<rshift>,1,1178,T1_4568_sternberg,2,2,VT,T,T,<lshift>,1,945,T2_4568_sternberg,2,2,WM,N,F,<rshift>,1,1605
T0_4568_sternberg.csv,2,3,BC,B,T,<lshift>,1,668,T1_4568_sternberg,2,3,VT,T,T,<lshift>,1,815,T2_4568_sternberg,2,3,WM,L,F,<rshift>,1,712
T0_4568_sternberg.csv,2,4,BC,B,T,<lshift>,1,1400,T1_4568_sternberg,2,4,VT,W,F,<rshift>,1,829,T2_4568_sternberg,2,4,WM,J,F,<rshift>,1,608
T0_4568_sternberg.csv,2,5,BC,B,T,<lshift>,1,1629,T1_4568_sternberg,2,5,VT,V,T,<lshift>,1,987,T2_4568_sternberg,2,5,WM,M,T,<lshift>,1,900
T0_4568_sternberg.csv,2,6,BC,C,T,<lshift>,1,966,T1_4568_sternberg,2,6,VT,J,F,<rshift>,1,917,T2_4568_sternberg,2,6,WM,K,F,<rshift>,1,1518
T0_4568_sternberg.csv,2,7,BC,B,T,<lshift>,1,804,T1_4568_sternberg,2,7,VT,T,T,<lshift>,1,864,T2_4568_sternberg,2,7,WM,Z,F,<rshift>,1,885
T0_4568_sternberg.csv,2,8,BC,C,T,<lshift>,1,532,T1_4568_sternberg,2,8,VT,T,T,<lshift>,1,886,T2_4568_sternberg,2,8,WM,W,T,<lshift>,1,945
T0_4568_sternberg.csv,2,9,BC,B,T,<lshift>,1,508,T1_4568_sternberg,2,9,VT,T,T,<lshift>,1,784,T2_4568_sternberg,2,9,WM,N,F,<rshift>,1,1320
T0_4568_sternberg.csv,2,10,BC,J,F,<rshift>,1,531,T1_4568_sternberg,2,10,VT,T,T,<lshift>,1,733,T2_4568_sternberg,2,10,WM,M,T,<lshift>,1,1069
T0_4568_sternberg.csv,2,11,BC,F,F,<rshift>,1,966,T1_4568_sternberg,2,11,VT,V,T,<lshift>,1,1955,T2_4568_sternberg,2,11,WM,V,F,<rshift>,1,781
T0_4568_sternberg.csv,2,12,BC,B,T,<lshift>,1,666,T1_4568_sternberg,2,12,VT,B,F,<rshift>,1,739,T2_4568_sternberg,2,12,WM,W,T,<lshift>,1,691
T0_4568_sternberg.csv,2,13,BC,J,F,<rshift>,1,1204,T1_4568_sternberg,2,13,VT,V,T,<lshift>,1,2365,T2_4568_sternberg,2,13,WM,W,T,<lshift>,1,722
T0_4568_sternberg.csv,2,14,BC,B,T,<lshift>,1,762,T1_4568_sternberg,2,14,VT,W,F,<rshift>,1,675,T2_4568_sternberg,2,14,WM,M,T,<lshift>,1,1063
T0_4568_sternberg.csv,2,15,BC,D,F,<rshift>,1,1508,T1_4568_sternberg,2,15,VT,H,F,<rshift>,1,1316,T2_4568_sternberg,2,15,WM,W,T,<lshift>,1,769
T0_4568_sternberg.csv,2,16,BC,F,F,<rshift>,1,841,T1_4568_sternberg,2,16,VT,G,F,<rshift>,1,919,T2_4568_sternberg,2,16,WM,W,T,<lshift>,1,728
T0_4568_sternberg.csv,2,17,BC,B,T,<lshift>,1,508,T1_4568_sternberg,2,17,VT,T,T,<lshift>,1,897,T2_4568_sternberg,2,17,WM,M,T,<lshift>,1,743
T0_4568_sternberg.csv,2,18,BC,C,T,<lshift>,1,641,T1_4568_sternberg,2,18,VT,V,T,<lshift>,1,1131,T2_4568_sternberg,2,18,WM,G,F,<rshift>,1,787
T0_4568_sternberg.csv,2,19,BC,M,F,<rshift>,1,538,T1_4568_sternberg,2,19,VT,K,F,<rshift>,1,1136,T2_4568_sternberg,2,19,WM,W,T,<lshift>,1,913
