ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_subNum,T0_length,T0_trial,T0_set,T0_stim,T0_targetfoil,T0_resp,T0_corr,T0_rt,T1_subNum,T1_length,T1_trial,T1_set,T1_stim,T1_targetfoil,T1_resp,T1_corr,T1_rt,T2_subNum,T2_length,T2_trial,T2_set,T2_stim,T2_targetfoil,T2_resp,T2_corr,T2_rt
T0_4586_sternberg,2,1,JH,G,F,<rshift>,1,3458,T1_4586_sternberg,2,1,FG,F,T,<lshift>,1,4975,T2_4586_sternberg,2,1,RB,B,T,<lshift>,1,2536
T0_4586_sternberg,2,2,JH,H,T,<lshift>,1,1767,T1_4586_sternberg,2,2,FG,G,T,<lshift>,1,1318,T2_4586_sternberg,2,2,RB,W,F,<rshift>,1,1456
T0_4586_sternberg,2,3,JH,Q,F,<rshift>,1,1526,T1_4586_sternberg,2,3,FG,F,T,<lshift>,1,1027,T2_4586_sternberg,2,3,RB,B,T,<lshift>,1,1013
T0_4586_sternberg,2,4,JH,D,F,<rshift>,1,9872,T1_4586_sternberg,2,4,FG,W,F,<rshift>,1,1079,T2_4586_sternberg,2,4,RB,R,T,<lshift>,1,1247
T0_4586_sternberg,2,5,JH,G,F,<lshift>,0,2339,T1_4586_sternberg,2,5,FG,G,T,<lshift>,1,1620,T2_4586_sternberg,2,5,RB,B,T,<lshift>,1,1039
T0_4586_sternberg,2,6,JH,H,T,<lshift>,1,4380,T1_4586_sternberg,2,6,FG,G,T,<lshift>,1,874,T2_4586_sternberg,2,6,RB,L,F,<rshift>,1,852
T0_4586_sternberg,2,7,JH,J,T,<lshift>,1,1279,T1_4586_sternberg,2,7,FG,F,T,<lshift>,1,740,T2_4586_sternberg,2,7,RB,R,T,<lshift>,1,969
T0_4586_sternberg,2,8,JH,P,F,<rshift>,1,1196,T1_4586_sternberg,2,8,FG,P,F,<rshift>,1,774,T2_4586_sternberg,2,8,RB,W,F,<rshift>,1,957
T0_4586_sternberg,2,9,JH,R,F,<rshift>,1,864,T1_4586_sternberg,2,9,FG,C,F,<rshift>,1,979,T2_4586_sternberg,2,9,RB,R,T,<lshift>,1,895
T0_4586_sternberg,2,10,JH,Q,F,<rshift>,1,1330,T1_4586_sternberg,2,10,FG,N,F,<rshift>,1,923,T2_4586_sternberg,2,10,RB,B,T,<lshift>,1,922
T0_4586_sternberg,2,11,JH,Q,F,<rshift>,1,2992,T1_4586_sternberg,2,11,FG,L,F,<rshift>,1,929,T2_4586_sternberg,2,11,RB,B,T,<lshift>,1,909
T0_4586_sternberg,2,12,JH,N,F,<rshift>,1,1138,T1_4586_sternberg,2,12,FG,G,T,<lshift>,1,809,T2_4586_sternberg,2,12,RB,T,F,<rshift>,1,903
