ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_subNum,T0_length,T0_trial,T0_set,T0_stim,T0_targetfoil,T0_resp,T0_corr,T0_rt,T1_subNum,T1_length,T1_trial,T1_set,T1_stim,T1_targetfoil,T1_resp,T1_corr,T1_rt,T2_subNum,T2_length,T2_trial,T2_set,T2_stim,T2_targetfoil,T2_resp,T2_corr,T2_rt
T0_sternberg_4567,2,1,GP,G,T,<lshift>,1,2850,T1_4567_sternberg,2,1,CD,Z,F,<rshift>,1,1773,T2_4567_sternberg,2,1,CQ,J,F,<rshift>,1,1783
T0_sternberg_4567,2,2,GP,R,F,<rshift>,1,198,T1_4567_sternberg,2,2,CD,C,T,<lshift>,1,869,T2_4567_sternberg,2,2,CQ,C,T,<lshift>,1,828
T0_sternberg_4567,2,3,GP,P,T,<lshift>,1,3137,T1_4567_sternberg,2,3,CD,D,T,<lshift>,1,1029,T2_4567_sternberg,2,3,CQ,Q,T,<lshift>,1,1623
T0_sternberg_4567,2,4,GP,K,F,<rshift>,1,147,T1_4567_sternberg,2,4,CD,F,F,<rshift>,1,770,T2_4567_sternberg,2,4,CQ,N,F,<rshift>,1,1276
T0_sternberg_4567,2,5,GP,F,F,<rshift>,1,11822,T1_4567_sternberg,2,5,CD,M,F,<rshift>,1,870,T2_4567_sternberg,2,5,CQ,Q,T,<lshift>,1,1419
T0_sternberg_4567,2,6,GP,D,F,<rshift>,1,2854,T1_4567_sternberg,2,6,CD,V,F,<rshift>,1,1288,T2_4567_sternberg,2,6,CQ,Z,F,<rshift>,1,1132
T0_sternberg_4567,2,7,GP,J,F,<lshift>,0,4240,T1_4567_sternberg,2,7,CD,C,T,<lshift>,1,733,T2_4567_sternberg,2,7,CQ,F,F,<rshift>,1,1406
T0_sternberg_4567,2,8,GP,W,F,<rshift>,1,1305,T1_4567_sternberg,2,8,CD,D,T,<lshift>,1,793,T2_4567_sternberg,2,8,CQ,C,T,<lshift>,1,945
T0_sternberg_4567,2,9,GP,W,F,<lshift>,0,1245,T1_4567_sternberg,2,9,CD,D,T,<lshift>,1,642,T2_4567_sternberg,2,9,CQ,P,F,<rshift>,1,1150
T0_sternberg_4567,2,10,GP,Q,F,<rshift>,1,3907,T1_4567_sternberg,2,10,CD,D,T,<lshift>,1,592,T2_4567_sternberg,2,10,CQ,P,F,<rshift>,1,767
