ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_subNum,T0_length,T0_trial,T0_set,T0_stim,T0_targetfoil,T0_resp,T0_corr,T0_rt,T1_subNum,T1_length,T1_trial,T1_set,T1_stim,T1_targetfoil,T1_resp,T1_corr,T1_rt,T2_subNum,T2_length,T2_trial,T2_set,T2_stim,T2_targetfoil,T2_resp,T2_corr,T2_rt
T0_4569_sternberg,2,1,KB,B,T,<lshift>,1,6252,T1_4569_sternberg,2,1,PT,P,T,<lshift>,1,1798,T2_4569_sternberg,2,1,PQ,Q,T,<lshift>,1,1451
T0_4569_sternberg,2,2,KB,B,T,<lshift>,1,6047,T1_4569_sternberg,2,2,PT,T,T,<lshift>,1,3352,T2_4569_sternberg,2,2,PQ,T,F,<rshift>,1,2389
T0_4569_sternberg,2,3,KB,C,F,<rshift>,1,6209,T1_4569_sternberg,2,3,PT,D,F,<rshift>,1,8271,T2_4569_sternberg,2,3,PQ,Q,T,<lshift>,1,1422
T0_4569_sternberg,2,4,KB,K,T,<lshift>,1,1764,T1_4569_sternberg,2,4,PT,Q,F,<rshift>,1,2395,T2_4569_sternberg,2,4,PQ,W,F,<rshift>,1,1135
T0_4569_sternberg,2,5,KB,B,T,<lshift>,1,2272,T1_4569_sternberg,2,5,PT,C,F,<rshift>,1,1565,T2_4569_sternberg,2,5,PQ,Q,T,<lshift>,1,789
T0_4569_sternberg,2,6,KB,K,T,<lshift>,1,1205,T1_4569_sternberg,2,6,PT,H,F,<rshift>,1,1764,T2_4569_sternberg,2,6,PQ,V,F,<rshift>,1,831
T0_4569_sternberg,2,7,KB,P,F,<rshift>,1,1127,T1_4569_sternberg,2,7,PT,P,T,<lshift>,1,713,T2_4569_sternberg,2,7,PQ,Q,T,<lshift>,1,868
T0_4569_sternberg,2,8,KB,B,T,<lshift>,1,880,T1_4569_sternberg,2,8,PT,L,F,<rshift>,1,1182,T2_4569_sternberg,2,8,PQ,N,F,<rshift>,1,968
T0_4569_sternberg,2,9,KB,B,T,<lshift>,1,1042,T1_4569_sternberg,2,9,PT,H,F,<rshift>,1,1121,T2_4569_sternberg,2,9,PQ,R,F,<rshift>,1,997
T0_4569_sternberg,2,10,KB,K,T,<lshift>,1,732,T1_4569_sternberg,2,10,PT,P,T,<lshift>,1,984,T2_4569_sternberg,2,10,PQ,P,T,<lshift>,1,814
T0_4569_sternberg,2,11,KB,T,F,<rshift>,1,872,T1_4569_sternberg,2,11,PT,T,T,<lshift>,1,1132,T2_4569_sternberg,2,11,PQ,P,T,<lshift>,1,881
T0_4569_sternberg,2,12,KB,B,T,<lshift>,1,675,T1_4569_sternberg,2,12,PT,F,F,<rshift>,1,914,T2_4569_sternberg,2,12,PQ,N,F,<rshift>,1,746
T0_4569_sternberg,2,13,KB,B,T,<lshift>,1,574,T1_4569_sternberg,2,13,PT,T,T,<lshift>,1,955,T2_4569_sternberg,2,13,PQ,V,F,<rshift>,1,1037
T0_4569_sternberg,2,14,KB,K,T,<lshift>,1,707,T1_4569_sternberg,2,14,PT,P,T,<lshift>,1,933,T2_4569_sternberg,2,14,PQ,M,F,<rshift>,1,1112
T0_4569_sternberg,2,15,KB,B,T,<lshift>,1,654,T1_4569_sternberg,2,15,PT,T,T,<lshift>,1,1145,T2_4569_sternberg,2,15,PQ,M,F,<rshift>,1,897
T0_4569_sternberg,2,16,KB,B,T,<lshift>,1,754,T1_4569_sternberg,2,16,PT,T,T,<lshift>,1,973,T2_4569_sternberg,2,16,PQ,C,F,<rshift>,1,969
T0_4569_sternberg,2,17,KB,K,T,<lshift>,1,664,T1_4569_sternberg,2,17,PT,T,T,<lshift>,1,1246,T2_4569_sternberg,2,17,PQ,P,T,<lshift>,1,764
T0_4569_sternberg,2,18,KB,B,T,<lshift>,1,838,T1_4569_sternberg,2,18,PT,F,F,<rshift>,1,1075,T2_4569_sternberg,2,18,PQ,Q,T,<lshift>,1,810
T0_4569_sternberg,2,19,KB,T,F,<rshift>,1,614,T1_4569_sternberg,2,19,PT,T,T,<lshift>,1,1040,T2_4569_sternberg,2,19,PQ,P,T,<lshift>,1,821
T0_4569_sternberg,2,20,KB,T,F,<rshift>,1,891,T1_4569_sternberg,2,20,PT,T,T,<lshift>,1,5865,T2_4569_sternberg,2,20,PQ,D,F,<rshift>,1,814
